timestamp,transactionType,token,amount
1680711599,DEPOSIT,BTC,398
1680711599,DEPOSIT,BTC,792
1680711599,DEPOSIT,ADA,548
1680711599,DEPOSIT,BTC,904
1680711600,DEPOSIT,CEEK,439
1680711600,DEPOSIT,CEEK,181
1680711600,DEPOSIT,BTC,590
1680711600,DEPOSIT,BTC,264
1680711600,DEPOSIT,ADA,317
1680711601,DEPOSIT,BTC,283
1680711601,DEPOSIT,ADA,748
1680711601,DEPOSIT,ADA,646
1680711601,DEPOSIT,ETH,807
1680711601,DEPOSIT,BTC,942
1680711602,DEPOSIT,BTC,762
1680711602,DEPOSIT,ETH,929
1680711602,DEPOSIT,BTC,868
1680711602,DEPOSIT,BTC,820
1680711602,DEPOSIT,BTC,194
1680711603,DEPOSIT,ETH,183
1680711603,DEPOSIT,ETH,262
1680711603,DEPOSIT,CEEK,953
1680711603,DEPOSIT,ADA,140
1680711603,DEPOSIT,ADA,911
1680711604,DEPOSIT,ADA,990
1680711604,DEPOSIT,ETH,393
1680711604,DEPOSIT,CEEK,121
1680711604,DEPOSIT,ETH,948
1680711604,DEPOSIT,ADA,384
1680711605,DEPOSIT,CEEK,887
1680711605,DEPOSIT,BTC,265
1680711605,DEPOSIT,ADA,958
1680711605,DEPOSIT,ETH,605
1680711605,DEPOSIT,ETH,245
1680711606,DEPOSIT,ADA,833
1680711606,DEPOSIT,CEEK,329
1680711606,DEPOSIT,BTC,370
1680711606,DEPOSIT,CEEK,490
1680711606,DEPOSIT,CEEK,612
1680711607,DEPOSIT,ADA,786
1680711607,DEPOSIT,ETH,590
1680711607,DEPOSIT,ADA,462
1680711607,DEPOSIT,ETH,365
1680711607,DEPOSIT,ETH,287
1680711608,DEPOSIT,BTC,421
1680711608,DEPOSIT,ETH,858
1680711608,DEPOSIT,ETH,769
1680711608,DEPOSIT,CEEK,227
1680711608,DEPOSIT,ETH,896
1680711609,DEPOSIT,ETH,444
1680711609,DEPOSIT,BTC,940
1680711609,DEPOSIT,ETH,404
1680711609,DEPOSIT,ETH,914
1680711609,DEPOSIT,BTC,294
1680711610,DEPOSIT,BTC,518
1680711610,DEPOSIT,ADA,528
1680711610,DEPOSIT,CEEK,680
1680711610,DEPOSIT,ETH,759
1680711610,DEPOSIT,ADA,368
1680711611,DEPOSIT,BTC,955
1680711611,DEPOSIT,BTC,507
1680711611,DEPOSIT,ETH,529
1680711611,DEPOSIT,BTC,576
1680711611,DEPOSIT,CEEK,155
1680711612,DEPOSIT,ADA,959
1680711612,DEPOSIT,ADA,936
1680711612,DEPOSIT,CEEK,436
1680711612,DEPOSIT,CEEK,937
1680711612,DEPOSIT,ADA,650
1680711613,DEPOSIT,ADA,204
1680711613,DEPOSIT,CEEK,145
1680711613,DEPOSIT,ADA,356
1680711613,DEPOSIT,BTC,574
1680711613,DEPOSIT,BTC,735
1680711614,DEPOSIT,BTC,971
1680711614,DEPOSIT,CEEK,478
1680711614,DEPOSIT,ADA,204
1680711614,DEPOSIT,BTC,655
1680711614,DEPOSIT,CEEK,763
1680711615,DEPOSIT,ETH,204
1680711615,DEPOSIT,ADA,124
1680711615,DEPOSIT,BTC,395
1680711615,DEPOSIT,BTC,507
1680711615,DEPOSIT,CEEK,604
1680711616,DEPOSIT,ETH,509
1680711616,DEPOSIT,ETH,549
1680711616,DEPOSIT,CEEK,422
1680711616,DEPOSIT,ADA,801
1680711616,DEPOSIT,CEEK,534
1680711617,DEPOSIT,ADA,326
1680711617,DEPOSIT,ETH,559
1680711617,DEPOSIT,BTC,615
1680711617,DEPOSIT,CEEK,344
1680711617,DEPOSIT,ETH,199
1680711618,DEPOSIT,ADA,332
1680711618,DEPOSIT,BTC,465
1680711618,DEPOSIT,ETH,704
1680711618,DEPOSIT,ADA,712
1680711618,DEPOSIT,BTC,847
1680711619,DEPOSIT,ADA,290
1680711619,DEPOSIT,BTC,968
1680711619,DEPOSIT,CEEK,177
1680711619,DEPOSIT,ADA,745
1680711619,DEPOSIT,BTC,839
1680711620,DEPOSIT,ETH,138
1680711620,DEPOSIT,BTC,552
1680711620,DEPOSIT,BTC,600
1680711620,DEPOSIT,CEEK,178
1680711620,DEPOSIT,BTC,320
1680711621,DEPOSIT,ETH,398
1680711621,DEPOSIT,ETH,511
1680711621,DEPOSIT,BTC,856
1680711621,DEPOSIT,ADA,195
1680711621,DEPOSIT,ADA,485
1680711622,DEPOSIT,BTC,293
1680711622,DEPOSIT,CEEK,923
1680711622,DEPOSIT,ETH,949
1680711622,DEPOSIT,ETH,399
1680711622,DEPOSIT,ETH,514
1680711623,DEPOSIT,ADA,277
1680711623,DEPOSIT,CEEK,846
1680711623,DEPOSIT,CEEK,904
1680711623,DEPOSIT,CEEK,570
1680711623,DEPOSIT,CEEK,473
1680711624,DEPOSIT,CEEK,665
1680711624,DEPOSIT,ETH,650
1680711624,DEPOSIT,ETH,999
1680711624,DEPOSIT,BTC,375
1680711626,DEPOSIT,ETH,892
1680711626,DEPOSIT,ETH,690
1680711626,DEPOSIT,BTC,699
1680711627,DEPOSIT,ADA,608
1680711627,DEPOSIT,ETH,141
1680711627,DEPOSIT,ADA,784
1680711627,DEPOSIT,BTC,856
1680711627,DEPOSIT,BTC,573
1680711628,DEPOSIT,ETH,598
1680711628,DEPOSIT,ADA,444
1680711628,DEPOSIT,CEEK,703
1680711628,DEPOSIT,CEEK,103
1680711628,DEPOSIT,CEEK,252
1680711629,DEPOSIT,CEEK,692
1680711629,DEPOSIT,BTC,479
1680711629,DEPOSIT,ADA,831
1680711629,DEPOSIT,CEEK,903
1680711629,DEPOSIT,ETH,946
1680711630,DEPOSIT,ETH,436
1680711630,DEPOSIT,BTC,460
1680711630,DEPOSIT,ADA,934
1680711630,DEPOSIT,ADA,711
1680711630,DEPOSIT,CEEK,815
1680711631,DEPOSIT,ETH,723
1680711631,DEPOSIT,CEEK,974
1680711631,DEPOSIT,ADA,981
1680711631,DEPOSIT,CEEK,412
1680711631,DEPOSIT,ADA,628
1680711632,DEPOSIT,BTC,530
1680711632,DEPOSIT,BTC,903
1680711632,DEPOSIT,ADA,274
1680711632,DEPOSIT,CEEK,622
1680711632,DEPOSIT,ADA,848
1680711633,DEPOSIT,ADA,350
1680711633,DEPOSIT,ADA,419
1680711633,DEPOSIT,ADA,849
1680711633,DEPOSIT,ADA,657
1680711633,DEPOSIT,CEEK,115
1680711634,DEPOSIT,ADA,476
1680711634,DEPOSIT,ETH,522
1680711634,DEPOSIT,ADA,169
1680711634,DEPOSIT,BTC,328
1680711634,DEPOSIT,ADA,451
1680711635,DEPOSIT,BTC,754
1680711635,DEPOSIT,BTC,386
1680711635,DEPOSIT,CEEK,672
1680711635,DEPOSIT,BTC,188
1680711635,DEPOSIT,CEEK,888
1680711636,DEPOSIT,ETH,931
1680711636,DEPOSIT,ETH,234
1680711636,DEPOSIT,ETH,449
1680711636,DEPOSIT,ADA,141
1680711636,DEPOSIT,BTC,822
1680711637,DEPOSIT,ADA,136
1680711637,DEPOSIT,ETH,437
1680711637,DEPOSIT,ETH,972
1680711637,DEPOSIT,BTC,418
1680711637,DEPOSIT,BTC,953
1680711638,DEPOSIT,ETH,751
1680711638,DEPOSIT,CEEK,960
1680711638,DEPOSIT,CEEK,571
1680711638,DEPOSIT,BTC,169
1680711638,DEPOSIT,CEEK,822
1680711639,DEPOSIT,BTC,769
1680711639,DEPOSIT,ETH,486
1680711639,DEPOSIT,ADA,979
1680711639,DEPOSIT,ETH,481
1680711639,DEPOSIT,CEEK,932
1680711640,DEPOSIT,ETH,543
1680711640,DEPOSIT,CEEK,677
1680711640,DEPOSIT,CEEK,391
1680711640,DEPOSIT,ETH,766
1680711640,DEPOSIT,ADA,581
1680711641,DEPOSIT,CEEK,262
1680711641,DEPOSIT,BTC,311
1680711641,DEPOSIT,BTC,639
1680711641,DEPOSIT,CEEK,355
1680711641,DEPOSIT,CEEK,187
1680711642,DEPOSIT,CEEK,944
1680711642,DEPOSIT,CEEK,357
1680711642,DEPOSIT,ADA,238
1680711642,DEPOSIT,BTC,121
1680711642,DEPOSIT,ETH,911
1680711643,DEPOSIT,ADA,850
1680711643,DEPOSIT,CEEK,388
1680711643,DEPOSIT,ADA,615
1680711643,DEPOSIT,BTC,568
1680711643,DEPOSIT,ETH,898
1680711644,DEPOSIT,ETH,500
1680711644,DEPOSIT,BTC,522
1680711644,DEPOSIT,BTC,302
1680711644,DEPOSIT,CEEK,178
1680711644,DEPOSIT,ETH,145
1680711645,DEPOSIT,CEEK,688
1680711645,DEPOSIT,ADA,891
1680711645,DEPOSIT,ETH,412
1680711645,DEPOSIT,ETH,123
1680711645,DEPOSIT,BTC,144
1680711646,DEPOSIT,CEEK,586
1680711646,DEPOSIT,ETH,655
1680711646,DEPOSIT,ADA,800
1680711646,DEPOSIT,ADA,955
1680711646,DEPOSIT,ADA,939
1680711647,DEPOSIT,ADA,181
1680711647,DEPOSIT,ETH,542
1680711647,DEPOSIT,ETH,151
1680711647,DEPOSIT,CEEK,581
1680711647,DEPOSIT,ETH,848
1680711648,DEPOSIT,ETH,452
1680711648,DEPOSIT,ADA,892
1680711648,DEPOSIT,BTC,252
1680711648,DEPOSIT,BTC,865
1680711648,DEPOSIT,BTC,349
1680711649,DEPOSIT,ADA,492
1680711649,DEPOSIT,ADA,119
1680711649,DEPOSIT,CEEK,279
1680711649,DEPOSIT,BTC,926
1680711649,DEPOSIT,BTC,539
1680711650,DEPOSIT,ETH,115
1680711650,DEPOSIT,ADA,288
1680711650,DEPOSIT,BTC,651
1680711650,DEPOSIT,CEEK,355
1680711650,DEPOSIT,ADA,298
1680711651,DEPOSIT,ETH,875
1680711651,DEPOSIT,ADA,609
1680711651,DEPOSIT,CEEK,226
1680711651,DEPOSIT,CEEK,103
1680711651,DEPOSIT,ETH,909
1680711652,DEPOSIT,BTC,431
1680711652,DEPOSIT,BTC,364
1680711652,DEPOSIT,BTC,305
1680711652,DEPOSIT,ADA,685
1680711652,DEPOSIT,CEEK,458
1680711653,DEPOSIT,BTC,402
1680711653,DEPOSIT,CEEK,539
1680711653,DEPOSIT,CEEK,262
1680711653,DEPOSIT,BTC,540
1680711653,DEPOSIT,BTC,884
1680711654,DEPOSIT,BTC,759
1680711654,DEPOSIT,ADA,538
1680711654,DEPOSIT,BTC,804
1680711654,DEPOSIT,ADA,372
1680711654,DEPOSIT,ETH,467
1680711655,DEPOSIT,ETH,831
1680711655,DEPOSIT,BTC,818
1680711655,DEPOSIT,BTC,980
1680711655,DEPOSIT,ADA,726
1680711655,DEPOSIT,CEEK,411
1680711663,DEPOSIT,ADA,605
1680711663,DEPOSIT,ADA,384
1680711664,DEPOSIT,BTC,361
1680711664,DEPOSIT,BTC,779
1680711664,DEPOSIT,CEEK,983
1680711664,DEPOSIT,ADA,767
1680711664,DEPOSIT,ETH,381
1680711665,DEPOSIT,ETH,958
1680711665,DEPOSIT,ETH,531
1680711665,DEPOSIT,ADA,596
1680711665,DEPOSIT,ETH,581
1680711665,DEPOSIT,ETH,316
1680711666,DEPOSIT,ETH,452
1680711666,DEPOSIT,ADA,781
1680711666,DEPOSIT,ADA,703
1680711666,DEPOSIT,BTC,281
1680711666,DEPOSIT,BTC,478
1680711667,DEPOSIT,CEEK,927
1680711667,DEPOSIT,ADA,759
1680711667,DEPOSIT,ADA,567
1680711667,DEPOSIT,BTC,381
1680711667,DEPOSIT,ADA,228
1680711668,DEPOSIT,ETH,180
1680711668,DEPOSIT,ADA,758
1680711668,DEPOSIT,BTC,842
1680711668,DEPOSIT,ADA,118
1680711668,DEPOSIT,ADA,378
1680711669,DEPOSIT,BTC,365
1680711669,DEPOSIT,ETH,933
1680711669,DEPOSIT,CEEK,997
1680711669,DEPOSIT,ADA,399
1680711669,DEPOSIT,ADA,412
1680711670,DEPOSIT,ADA,967
1680711670,DEPOSIT,ADA,734
1680711670,DEPOSIT,ETH,839
1680711670,DEPOSIT,CEEK,583
1680711670,DEPOSIT,BTC,335
1680711671,DEPOSIT,BTC,986
1680711671,DEPOSIT,ETH,274
1680711671,DEPOSIT,ETH,695
1680711671,DEPOSIT,ETH,130
1680711672,DEPOSIT,CEEK,382
1680711672,DEPOSIT,CEEK,205
1680711672,DEPOSIT,ETH,527
1680711672,DEPOSIT,BTC,233
1680711672,DEPOSIT,CEEK,854
1680711673,DEPOSIT,BTC,762
1680711673,DEPOSIT,ETH,566
1680711673,DEPOSIT,ADA,300
1680711673,DEPOSIT,ADA,257
1680711673,DEPOSIT,BTC,449
1680711674,DEPOSIT,BTC,602
1680711674,DEPOSIT,ADA,748
1680711674,DEPOSIT,ETH,576
1680711674,DEPOSIT,ADA,478
1680711674,DEPOSIT,BTC,763
1680711675,DEPOSIT,CEEK,562
1680711675,DEPOSIT,BTC,340
1680711703,DEPOSIT,CEEK,806
1680711703,DEPOSIT,ETH,165
1680711704,DEPOSIT,CEEK,836
1680711704,DEPOSIT,ADA,699
1680711704,DEPOSIT,ETH,797
1680711704,DEPOSIT,ADA,935
1680711704,DEPOSIT,BTC,835
1680711705,DEPOSIT,ADA,677
1680711705,DEPOSIT,ADA,444
1680711705,DEPOSIT,ADA,176
1680711705,DEPOSIT,CEEK,139
1680711705,DEPOSIT,ADA,336
1680711706,DEPOSIT,BTC,874
1680711706,DEPOSIT,BTC,728
1680711706,DEPOSIT,CEEK,975
1680711706,DEPOSIT,ETH,338
1680711706,DEPOSIT,BTC,237
1680711707,DEPOSIT,ETH,543
1680711707,DEPOSIT,ADA,634
1680711707,DEPOSIT,CEEK,157
1680711707,DEPOSIT,BTC,110
1680711707,DEPOSIT,BTC,285
1680711708,DEPOSIT,BTC,630
1680711708,DEPOSIT,ADA,928
1680711708,DEPOSIT,ETH,240
1680711708,DEPOSIT,ADA,777
1680711708,DEPOSIT,ADA,575
1680711709,DEPOSIT,BTC,313
1680711709,DEPOSIT,CEEK,126
1680711709,DEPOSIT,BTC,471
1680711709,DEPOSIT,BTC,911
1680711709,DEPOSIT,ADA,674
1680711710,DEPOSIT,ETH,279
1680711710,DEPOSIT,ETH,280
1680711710,DEPOSIT,BTC,326
1680711710,DEPOSIT,ADA,785
1680711710,DEPOSIT,BTC,495
1680711711,DEPOSIT,BTC,216
1680711711,DEPOSIT,CEEK,657
1680711711,DEPOSIT,CEEK,415
1680711711,DEPOSIT,ADA,154
1680711711,DEPOSIT,ADA,508
1680711712,DEPOSIT,ADA,281
1680711712,DEPOSIT,CEEK,100
1680711712,DEPOSIT,CEEK,593
1680711712,DEPOSIT,ADA,554
1680711712,DEPOSIT,ADA,230
1680711713,DEPOSIT,CEEK,185
1680711713,DEPOSIT,BTC,591
1680711713,DEPOSIT,CEEK,896
1680711713,DEPOSIT,ADA,803
1680711713,DEPOSIT,ETH,312
1680711714,DEPOSIT,ADA,891
1680711714,DEPOSIT,CEEK,467
1680711714,DEPOSIT,ADA,108
1680711714,DEPOSIT,CEEK,452
1680711714,DEPOSIT,ADA,688
1680711717,DEPOSIT,CEEK,776
1680711717,DEPOSIT,CEEK,682
1680711717,DEPOSIT,ETH,541
1680711718,DEPOSIT,BTC,758
1680711718,DEPOSIT,BTC,720
1680711718,DEPOSIT,CEEK,338
1680711718,DEPOSIT,ADA,654
1680711718,DEPOSIT,CEEK,130
1680711719,DEPOSIT,ETH,176
1680711719,DEPOSIT,ETH,537
1680711719,DEPOSIT,BTC,226
1680711719,DEPOSIT,ETH,531
1680711719,DEPOSIT,CEEK,742
1680711720,DEPOSIT,ADA,872
1680711720,DEPOSIT,BTC,893
1680711720,DEPOSIT,CEEK,448
1680711720,DEPOSIT,BTC,881
1680711720,DEPOSIT,ADA,634
1680711721,DEPOSIT,CEEK,789
1680711721,DEPOSIT,CEEK,351
1680711721,DEPOSIT,ETH,712
1680711721,DEPOSIT,ADA,824
1680711721,DEPOSIT,ETH,616
1680711722,DEPOSIT,CEEK,372
1680711722,DEPOSIT,ADA,216
1680711722,DEPOSIT,CEEK,919
1680711722,DEPOSIT,ADA,164
1680711722,DEPOSIT,ETH,845
1680711723,DEPOSIT,BTC,315
1680711723,DEPOSIT,ADA,172
1680711723,DEPOSIT,CEEK,533
1680711723,DEPOSIT,ADA,160
1680711723,DEPOSIT,ADA,258
1680711724,DEPOSIT,ADA,739
1680711724,DEPOSIT,ETH,478
1680711724,DEPOSIT,ADA,486
1680711724,DEPOSIT,BTC,609
1680711724,DEPOSIT,BTC,549
1680711725,DEPOSIT,ETH,599
1680711725,DEPOSIT,ETH,337
1680711725,DEPOSIT,BTC,765
1680711725,DEPOSIT,ADA,498
1680711725,DEPOSIT,CEEK,868
1680711726,DEPOSIT,ETH,128
1680711726,DEPOSIT,ADA,102
1680711726,DEPOSIT,ETH,333
1680711726,DEPOSIT,BTC,805
1680711726,DEPOSIT,ADA,327
1680711727,DEPOSIT,ETH,931
1680711727,DEPOSIT,BTC,251
1680711727,DEPOSIT,BTC,723
1680711727,DEPOSIT,ETH,796
1680711727,DEPOSIT,CEEK,437
1680711728,DEPOSIT,ADA,297
1680711728,DEPOSIT,ADA,456
1680711728,DEPOSIT,BTC,149
1680711728,DEPOSIT,ADA,710
1680711728,DEPOSIT,ETH,779
1680711729,DEPOSIT,BTC,871
1680711729,DEPOSIT,BTC,121
1680711729,DEPOSIT,ETH,508
1680711729,DEPOSIT,ADA,524
1680711729,DEPOSIT,BTC,245
1680711730,DEPOSIT,BTC,423
1680711730,DEPOSIT,BTC,793
1680711730,DEPOSIT,CEEK,551
1680711730,DEPOSIT,ETH,980
1680711731,DEPOSIT,BTC,800
1680711731,DEPOSIT,BTC,465
1680711731,DEPOSIT,ADA,307
1680711731,DEPOSIT,CEEK,109
1680711731,DEPOSIT,ETH,121
1680711732,DEPOSIT,ETH,202
1680711732,DEPOSIT,CEEK,257
1680711732,DEPOSIT,ETH,132
1680711732,DEPOSIT,CEEK,828
1680711732,DEPOSIT,ETH,617
1680711733,DEPOSIT,BTC,864
1680711733,DEPOSIT,CEEK,227
1680711733,DEPOSIT,CEEK,439
1680711733,DEPOSIT,CEEK,689
1680711735,DEPOSIT,ADA,374
1680711735,DEPOSIT,ETH,907
1680711735,DEPOSIT,CEEK,423
1680711736,DEPOSIT,ETH,405
1680711736,DEPOSIT,ETH,250
1680711736,DEPOSIT,CEEK,529
1680711736,DEPOSIT,ADA,797
1680711736,DEPOSIT,ETH,825
1680711737,DEPOSIT,ADA,639
1680711737,DEPOSIT,ETH,867
1680711737,DEPOSIT,CEEK,895
1680711737,DEPOSIT,BTC,508
1680711737,DEPOSIT,BTC,900
1680711738,DEPOSIT,CEEK,361
1680711738,DEPOSIT,ETH,923
1680711738,DEPOSIT,CEEK,198
1680711738,DEPOSIT,ETH,577
1680711738,DEPOSIT,CEEK,790
1680711739,DEPOSIT,CEEK,441
1680711739,DEPOSIT,BTC,384
1680711739,DEPOSIT,CEEK,883
1680711739,DEPOSIT,CEEK,293
1680711739,DEPOSIT,CEEK,285
1680711740,DEPOSIT,BTC,339
1680711740,DEPOSIT,ETH,997
1680711740,DEPOSIT,ADA,696
1680711740,DEPOSIT,ETH,224
1680711741,DEPOSIT,ETH,294
1680711741,DEPOSIT,ADA,918
1680711741,DEPOSIT,ADA,967
1680711741,DEPOSIT,ETH,463
1680711741,DEPOSIT,BTC,596
1680711742,DEPOSIT,ETH,756
1680711742,DEPOSIT,ETH,553
1680711742,DEPOSIT,BTC,254
1680711742,DEPOSIT,ETH,710
1680711742,DEPOSIT,BTC,413
1680711743,DEPOSIT,CEEK,530
1680711743,DEPOSIT,ADA,352
1680711743,DEPOSIT,CEEK,525
1680711743,DEPOSIT,ETH,230
1680711743,DEPOSIT,CEEK,236
1680711744,DEPOSIT,ETH,258
1680711744,DEPOSIT,BTC,979
1680711744,DEPOSIT,ETH,124
1680711744,DEPOSIT,ETH,575
1680711744,DEPOSIT,BTC,566
1680711745,DEPOSIT,BTC,886
1680711745,DEPOSIT,BTC,207
1680711745,DEPOSIT,BTC,470
1680711745,DEPOSIT,ETH,555
1680711745,DEPOSIT,ETH,546
1680711746,DEPOSIT,CEEK,818
1680711746,DEPOSIT,CEEK,765
1680711746,DEPOSIT,BTC,528
1680711746,DEPOSIT,ADA,709
1680711746,DEPOSIT,ADA,584
1680711747,DEPOSIT,BTC,255
1680711747,DEPOSIT,BTC,152
1680711747,DEPOSIT,BTC,142
1680711747,DEPOSIT,ADA,761
1680711747,DEPOSIT,ETH,670
1680711748,DEPOSIT,BTC,422
1680711748,DEPOSIT,ADA,658
1680711748,DEPOSIT,ADA,206
1680711748,DEPOSIT,BTC,643
1680711748,DEPOSIT,ETH,153
1680711749,DEPOSIT,ETH,772
1680711749,DEPOSIT,CEEK,100
1680711749,DEPOSIT,ADA,163
1680711749,DEPOSIT,ADA,744
1680711749,DEPOSIT,CEEK,233
1680711750,DEPOSIT,CEEK,738
1680711750,DEPOSIT,BTC,783
1680711750,DEPOSIT,BTC,352
1680711750,DEPOSIT,ADA,909
1680711750,DEPOSIT,CEEK,525
1680711751,DEPOSIT,ADA,915
1680711751,DEPOSIT,CEEK,928
1680711751,DEPOSIT,ETH,491
1680711751,DEPOSIT,BTC,547
1680711751,DEPOSIT,ETH,692
1680711752,DEPOSIT,CEEK,422
1680711752,DEPOSIT,ETH,974
1680711752,DEPOSIT,ETH,864
1680711752,DEPOSIT,BTC,366
1680711752,DEPOSIT,CEEK,346
1680711753,DEPOSIT,ADA,269
1680711753,DEPOSIT,BTC,840
1680711753,DEPOSIT,ETH,419
